"","Tender_ID","S.No.","AOC.Date","e.Published.Date","Title.and.Ref.No..Tender.Id","State.Name","Organisation.Name","Tender.Ref..No.","Tender.Description","Tender.Type","Number.of.bids.received","Name.of.the.selected.bidder.s.","Address.of.the.selected.bidder.s.","Contract.Value","Tender.Published.Date","Contract.Date","Date.of.Completion.Completion.Period.in.Days","Sno","award_date","Published_date","Title_description","State_name","number_days","day_category"
"1861","2020_PWDRP_602964_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20282",2020-09-26,2020-08-14,"Providing and fixing 20 KL Oxygen tank for Covid-19&amp;#x0d;\ntreatment at Chhatrapati Pramilaraje Rugnalaya Kolhapur/ 44 for 2020-21 (OPEN) (B1) (COVID-19) / 2020_PWDRP_602964_1","Maharashtra",43,"(20,60]"
"1862","2020_PWPIU_81144_2",9779,2020-06-24,2020-05-09,"CONSTRUCTION OF PROPOSED PHC   1 NOS G-TYPE QUARTER AND 1 NOS HTYPE QUARTER AT SUKHI SEWANIYA  DISTT BHOPAL MP/ 31/2020/BHOPAL SUKHI SEWANIYA / 2020_PWPIU_81144_2","Madhya Pradesh"," PWD-PIU||Bhopal   APD    PIU PWD||Bhopal DPE PIU   PWD "," 31/2020/BHOPAL SUKHI SEWANIYA "," CONSTRUCTION OF PROPOSED PHC   1 NOS G-TYPE QUARTER AND 1 NOS HTYPE QUARTER AT SUKHI SEWANIYA  DISTT BHOPAL MP "," Works ",3," CHANDRA DEVBUILD PVT LTD ","  ",9527854," 09-May-2020 02:30 PM ",2020-06-24," 01-Jan-1970 05:30 AM ","51948",2020-06-24,2020-05-09,"CONSTRUCTION OF PROPOSED PHC   1 NOS G-TYPE QUARTER AND 1 NOS HTYPE QUARTER AT SUKHI SEWANIYA  DISTT BHOPAL MP/ 31/2020/BHOPAL SUKHI SEWANIYA / 2020_PWPIU_81144_2","Madhya Pradesh",46,"(20,60]"
"1863","2020_PWPIU_86697_1",12524,2020-12-31,2020-04-20,"Construction of 50 Baded Aayush Hospital Building  At Mandleshwar, Distt.- Khargone. (M.P.)/ 11/2020/Cenralized T/G/APD Indore Date 20-04-2020 / 2020_PWPIU_86697_1","Madhya Pradesh"," RDD-CEO-AHMEDNAGAR||AHMEDNAGAR-Dy. CEO V.P.||SHRIGONDA||AJNUJ "," GP/ E TENDER / OPEN/2019-20/1 "," Recall Constructing Cement Concrete Road Ajnuj Marathi Shala to Salunke wasti At Ajnuj Tal Shrigonda "," Works ",5," Abhijit Mohanrao Kakade,Shekhar Dattatray Gaikwad,Siddharth Bhausaheb Khedkar ","  ",288441.37," 20-Apr-2020 09:00 AM ",2020-04-29," 01-Jan-1970 05:30 AM ","56049",2020-12-31,2020-04-20,"Construction of 50 Baded Aayush Hospital Building  At Mandleshwar, Distt- Khargone. (M.P.)/ 11/2020/Cenralized T/G/APD Indore Date 20-04-2020 / 2020_PWPIU_86697_1","Madhya Pradesh",255,"(60,Inf]"
"1864","2020_PWPIU_94212_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"37276",2020-10-12,2020-06-22,"Construction of Physics lab chemistry lab biology lab class room2 no and stair case only ground floor for school education department high secondary school akyajageer block kachrod distt ujjain/ NI.T. No 17/2020/Centralized Tender/G/APD INDORE / 2020_PWPIU_94212_1","Madhya Pradesh",112,"(60,Inf]"
"1865","2020_PWPIU_95627_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34719",2020-09-02,2020-06-29,"CONSTRUCTION OF PRIMARY HEALTH CENTER PHC 1 G AND 1 H TYPE QUARTER BUILDING AT BAYAN DISTRICT SEHORE MP/ 08/2020/Tender/G/APD bhopal date 3006.2020 / 2020_PWPIU_95627_1","Madhya Pradesh",65,"(60,Inf]"
"1866","2020_PWPIU_96240_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34186",2020-09-25,2020-06-30,"CONSTRUCTION OF SKILL CENTER BY PREFAB TECHNIQUE ON OPD BUILDING AT MGM COLLEGE CAMPUS INDORE/ 18/2020/CentTen/G/APD Indore dt. 30.06.2020 / 2020_PWPIU_96240_1","Madhya Pradesh",87,"(60,Inf]"
"1867","2020_PWR_555714_7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65777",2020-05-15,2020-03-05,"Repairs to Residential Building in the premises of Govt Medical College Hospital at Latur Tq. and Dist. Latur/ Notice No. B-1 LTR- 17/18 For 2019-2020 E-Tender / 2020_PWR_555714_7","Maharashtra",71,"(60,Inf]"
"1868","2020_PWR_559814_6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65036",2020-11-25,2020-03-06,"Repairs to 288 bedded Hospital Building Nurses Hostel  OPD Adminitrative Building and Girls Hostel at SRTRMC Ambajogai/ Ambajogai_PWD_27/2019-20 / 2020_PWR_559814_6","Maharashtra",264,"(60,Inf]"
"1869","2020_PWR_560518_4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66081",2020-08-31,2020-03-05,"Construction of Sakav (Slab Drain) at Parpoli Ovaliye Vahal Harijanwadi Tal Sawantwadi DistSindhudurg/ SWD/NIT/MSS/NO.59 FOR 2019-20 / 2020_PWR_560518_4","Maharashtra",179,"(60,Inf]"
"1870","2020_PWR_566025_1",16291,2020-06-17,2020-03-16,"Construction of Post-Martem Room in the Premises of Rural Hospital At.Manawat Taluka Manwat Dist.Parbhani (Under DPDC 2019-20)/ 43 / 2020_PWR_566025_1","Maharashtra"," Public Works Region||Public Works Region - Aurangabad||Public Works Circle - Nanded||Public Works Division Parbhani "," 43 "," Construction of Post-Martem Room in the Premises of Rural Hospital At.Manawat Taluka Manwat Dist.Parbhani (Under DPDC 2019-20) "," Works ",4," M.R.KALE PATIL CONSTRUCTION,NEW MAHARANA CONSTRUCTION ","  ",2161182.72," 16-Mar-2020 06:55 PM ",2020-06-17," 01-Jan-1970 05:30 AM ","61067",2020-06-17,2020-03-16,"Construction of Post-Martem Room in the Premises of Rural Hospital AtManawat Taluka Manwat Dist.Parbhani (Under DPDC 2019-20)/ 43 / 2020_PWR_566025_1","Maharashtra",93,"(60,Inf]"
"1871","2020_PWR_566139_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61253",2020-10-26,2020-03-16,"External Plaster and Repainting with Polymer, Microconcrete to BackSide Wall at MA. Podar Hospital, Worli, Mumbai./ EE/CMD/Tender/1964 (Open Tenders) / 2020_PWR_566139_1","Maharashtra",224,"(60,Inf]"
"1872","2020_PWR_570102_4",13952,2020-06-02,2020-03-27,"1) Flood damage repairs of slab drain at km.54/375 of Haripura Yawal Boraval Bhadli Nashirabad Umale Palaskheda Lohara Shendurni Road MDR-18 and 2)Flood damage repairs of slab drain at km.61/250 of Haripura Yawal Boraval Bhadli Nashirabad Umale Palas/ E-Tender Notice No. 66 For 2019-2020 / 2020_PWR_570102_4","Maharashtra"," Public Works Region||Public Works Region - Nashik||Public Works Circle - Jalgaon||Public Works Division Jalgaon "," E-Tender Notice No. 66 For 2019-2020 "," 1) Flood damage repairs of slab drain at km.54/375 of Haripura Yawal Boraval Bhadli Nashirabad Umale Palaskheda Lohara Shendurni Road MDR-18 and 2)Flood damage repairs of slab drain at km.61/250 of Haripura Yawal Boraval Bhadli Nashirabad Umale Palas "," Works ",3," Dhiraj A Barde ","  ",2668854," 27-Mar-2020 09:00 AM ",2020-06-02," 01-Jan-1970 05:30 AM ","57988",2020-06-02,2020-03-27,"1) Flood damage repairs of slab drain at km54/375 of Haripura Yawal Boraval Bhadli Nashirabad Umale Palaskheda Lohara Shendurni Road MDR-18 and 2)Flood damage repairs of slab drain at km.61/250 of Haripura Yawal Boraval Bhadli Nashirabad Umale Palas/ E-Tender Notice No. 66 For 2019-2020 / 2020_PWR_570102_4","Maharashtra",67,"(60,Inf]"
"1873","2020_PWR_571204_1",13184,2020-05-08,2020-04-09,"Repairs To Toilet In Isolation  Ward At Civil Hospital Campus, Tal. Dist. Ratnagiri./ NIT- 01 for 2020-21 / 2020_PWR_571204_1","Maharashtra"," Public Works Region||Public Works Region - Mumbai||Public Works Circle Ratnagiri||Public Works Division North Ratnagiri "," NIT- 01 for 2020-21 "," Repairs To Toilet In Isolation  Ward At Civil Hospital Campus, Tal. Dist. Ratnagiri. "," Works ",2," Purva Sunil Walimbe ","  ",450091," 09-Apr-2020 04:30 PM ",2020-05-08," 01-Jan-1970 05:30 AM ","56995",2020-05-08,2020-04-09,"Repairs To Toilet In Isolation  Ward At Civil Hospital Campus, Tal Dist. Ratnagiri./ NIT- 01 for 2020-21 / 2020_PWR_571204_1","Maharashtra",29,"(20,60]"
"1874","2020_PWR_571204_2",13181,2020-05-08,2020-04-09,"Repairs To Drainage line In Civil Hospital at Ratnagiri./ NIT- 01 for 2020-21 / 2020_PWR_571204_2","Maharashtra"," Public Works Region||Public Works Region - Mumbai||Public Works Circle Ratnagiri||Public Works Division North Ratnagiri "," NIT- 01 for 2020-21 "," Repairs To Drainage line In Civil Hospital at Ratnagiri. "," Works ",2," omkar s garde ","  ",826360," 09-Apr-2020 04:30 PM ",2020-05-08," 01-Jan-1970 05:30 AM ","56996",2020-05-08,2020-04-09,"Repairs To Drainage line In Civil Hospital at Ratnagiri/ NIT- 01 for 2020-21 / 2020_PWR_571204_2","Maharashtra",29,"(20,60]"
"1875","2020_PWR_571204_3",13182,2020-05-08,2020-04-09,"Repairs To Toilet In Ladies And Child Ward At Civil Hospital Campus, Tal. Dist. Ratnagiri./ NIT- 01 for 2020-21 / 2020_PWR_571204_3","Maharashtra"," Public Works Region||Public Works Region - Mumbai||Public Works Circle Ratnagiri||Public Works Division North Ratnagiri "," NIT- 01 for 2020-21 "," Repairs To Toilet In Ladies And Child Ward At Civil Hospital Campus, Tal. Dist. Ratnagiri. "," Works ",2," SSGUNE ","  ",693073," 09-Apr-2020 04:30 PM ",2020-05-08," 01-Jan-1970 05:30 AM ","56997",2020-05-08,2020-04-09,"Repairs To Toilet In Ladies And Child Ward At Civil Hospital Campus, Tal Dist. Ratnagiri./ NIT- 01 for 2020-21 / 2020_PWR_571204_3","Maharashtra",29,"(20,60]"
"1876","2020_PWR_571478_1",12945,2020-04-30,2020-04-14,"Providing Amenities to 200 Bedded OPD Building at S.G.G.S. Memorial Civil Hospital Nanded To Prevent Corona (Covid-19) Outbreak/ PWD/NED/1/2020-21 / 2020_PWR_571478_1","Maharashtra"," Public Works Region||Public Works Region - Aurangabad||Public Works Circle - Nanded||Public Works Division Nanded "," PWD/NED/1/2020-21 "," Providing Amenities to 200 Bedded OPD Building at S.G.G.S. Memorial Civil Hospital Nanded To Prevent Corona (Covid-19) Outbreak "," Works ",2," M/s N. S. Shetty,HENDRE CONSTRUCTION ","  ",12033057," 14-Apr-2020 03:30 PM ",2020-04-30," 01-Jan-1970 05:30 AM ","56629",2020-04-30,2020-04-14,"Providing Amenities to 200 Bedded OPD Building at SG.G.S. Memorial Civil Hospital Nanded To Prevent Corona (Covid-19) Outbreak/ PWD/NED/1/2020-21 / 2020_PWR_571478_1","Maharashtra",16,"(0,20]"
"1877","2020_PWR_572363_1",12255,2020-05-19,2020-04-22,"Construction of Bandhist Samajik Sabhagruh at Anturli Bk. and Construction Of Compound Wall at Satgaon Dongri (Mang Garodi Samaj Smashanbhumi, Muslim Samaj Smashanbhumi, Pardesi Samaj Smashanbhumi), Maheji (Muslim Samaj Smashanbhumi), Vanegaon (Tadvi/ E-Tender Notice No. 03 For 2020-2021 / 2020_PWR_572363_1","Maharashtra"," PW(ROADS)(SH)||NORTH BENGAL HIGHWAY CIRCLE||JALPAIGURI HIGHWAY DIVISION "," WBPWD/JHD/EE/NIT-02e/2020-21/2 "," Belacoba to Dashdarga road, Maintenance work from chainage 0.00 km to 1.50 km and chainage 4.50 km to 5.50 km (strectches work) under Jalpaiguri Highway Division during the year 2019-20(2nd Call). "," Works ",3," Shubhradeep Guha Thakurta ","  ",966116," 22-Apr-2020 02:20 PM ",2020-06-09," 01-Jan-1970 05:30 AM ","55682",2020-05-19,2020-04-22,"Construction of Bandhist Samajik Sabhagruh at Anturli Bk and Construction Of Compound Wall at Satgaon Dongri (Mang Garodi Samaj Smashanbhumi, Muslim Samaj Smashanbhumi, Pardesi Samaj Smashanbhumi), Maheji (Muslim Samaj Smashanbhumi), Vanegaon (Tadvi/ E-Tender Notice No. 03 For 2020-2021 / 2020_PWR_572363_1","Maharashtra",27,"(20,60]"
"1878","2020_PWR_572363_10",12115,2020-05-18,2020-04-23,"Strengthening of Govt. Medical Collage (In Civil Hospital premices) at Jalgaon, Tal and Dist- Jalgaon./ E-Tender Notice No. 03 For 2020-2021 / 2020_PWR_572363_10","Maharashtra"," Public Works Region||Public Works Region - Nashik||Public Works Circle - Jalgaon||Public Works Division Jalgaon "," E-Tender Notice No. 03 For 2020-2021 "," Strengthening of Govt. Medical Collage (In Civil Hospital premices) at Jalgaon, Tal and Dist- Jalgaon. "," Works ",2," Bambhori Magasvargiya Majur Sahakari Sanstha Maryadit,Ramyog Majur Sahakari Sanstha ","  ",2668765," 23-Apr-2020 05:20 PM ",2020-05-18," 01-Jan-1970 05:30 AM ","55468",2020-05-18,2020-04-23,"Strengthening of Govt Medical Collage (In Civil Hospital premices) at Jalgaon, Tal and Dist- Jalgaon./ E-Tender Notice No. 03 For 2020-2021 / 2020_PWR_572363_10","Maharashtra",25,"(20,60]"
"1879","2020_PWR_574295_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53396",2020-08-10,2020-05-04,"Construction of Viral Research Diagnostic Laboratory at Dr Shankarrao Chavan Govt. Medical College Vishnupuri Nanded./ PWD/NED/3/2020-21 / 2020_PWR_574295_2","Maharashtra",98,"(60,Inf]"
"1880","2020_PWR_574592_1",10416,2020-07-31,2020-05-05,"1) Construction Of WBM Road From Purnai Hotel to Old Kurha Road At Khamkheda 2) Construction of WBM Road From Icchapur to Smashanbhumi 3) Construction Of Concrete Road From Jondhankheda Bus Stand To Z.P. School At Jondhankheda Tal Muktainagar/ E-Tender Notice No-3 For 2020-21 / 2020_PWR_574592_1","Maharashtra"," Directorate Urban Administration and Development||Muncipal Corporations - UAD||Muncipal Corporation - Satna - UAD "," 03/06/Nirman/MC Satna/Dated 04/05/2020 "," Repairing work at Samudayik Bhawan in Ward No 13 (IIIrd Call) "," Works ",2," SWAMI TRADERS AND CONSTRUCTION ","  ",583900," 05-May-2020 04:00 PM ",2020-07-17," 01-Jan-1970 05:30 AM ","53064",2020-07-31,2020-05-05,"1) Construction Of WBM Road From Purnai Hotel to Old Kurha Road At Khamkheda 2) Construction of WBM Road From Icchapur to Smashanbhumi 3) Construction Of Concrete Road From Jondhankheda Bus Stand To ZP. School At Jondhankheda Tal Muktainagar/ E-Tender Notice No-3 For 2020-21 / 2020_PWR_574592_1","Maharashtra",87,"(60,Inf]"
"1881","2020_PWR_574592_3",10411,2020-07-31,2020-05-05,"Construction of cement concrete road at A) Kandvel B) Rangaon Ward No.3 C) Taskheda Ward No.2 D) Raipur  Ward No.1 and 2 E) Udhali Bk Ward No.1 F) Balwadi and Fixising Paving Block G) Koloda H) Construction of Smashanbhumi at Kandvel. Tal- Raver/ E-Tender Notice No-3 For 2020-21 / 2020_PWR_574592_3","Maharashtra"," Public Works Region||Public Works Region - Nashik||Public Works Circle - Jalgaon||Public Works North Division Jalgaon "," E-Tender Notice No-3 For 2020-21 "," Construction of cement concrete road at A) Kandvel B) Rangaon Ward No.3 C) Taskheda Ward No.2 D) Raipur  Ward No.1 and 2 E) Udhali Bk Ward No.1 F) Balwadi and Fixising Paving Block G) Koloda H) Construction of Smashanbhumi at Kandvel. Tal- Raver "," Works ",2," UJJWAL NAMEDEO BORASE,HARASHADA GOPAL PATIL ","  ",5480955," 05-May-2020 04:05 PM ",2020-07-31," 01-Jan-1970 05:30 AM ","53061",2020-07-31,2020-05-05,"Construction of cement concrete road at A) Kandvel B) Rangaon Ward No3 C) Taskheda Ward No.2 D) Raipur  Ward No.1 and 2 E) Udhali Bk Ward No.1 F) Balwadi and Fixising Paving Block G) Koloda H) Construction of Smashanbhumi at Kandvel. Tal- Raver/ E-Tender Notice No-3 For 2020-21 / 2020_PWR_574592_3","Maharashtra",87,"(60,Inf]"
"1882","2020_PWR_584332_1",3439,2020-07-02,2020-06-13,"SLR to Post Mortem Room and Cold Storage Room (Under Covid-19) at Dist.Civil Hospital Premises, Dhule/ Dhule/ETN_No.7/2020-21 / 2020_PWR_584332_1","Maharashtra"," Public Works Region||Public Works Region - Nashik||Public Works Circle - Dhule||Public Works Division Dhule "," Dhule/ETN_No.7/2020-21 "," SLR to Post Mortem Room and Cold Storage Room (Under Covid-19) at Dist.Civil Hospital Premises, Dhule "," Works ",2," MAHENDRA ANANDA SONAWANE,Mohit Nikam ","  ",319661," 13-Jun-2020 09:00 AM ",2020-07-02," 01-Jan-1970 05:30 AM ","40631",2020-07-02,2020-06-13,"SLR to Post Mortem Room and Cold Storage Room (Under Covid-19) at DistCivil Hospital Premises, Dhule/ Dhule/ETN_No.7/2020-21 / 2020_PWR_584332_1","Maharashtra",19,"(0,20]"
"1883","2020_PWR_589077_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34271",2020-12-15,2020-06-30,"Construction of CC road from Narayan Sanpanch to Sawant at Village Adgaon B) Constg of Smashanbhumi land Sushobhikaran at Adgaon Ranje C) Constg of CC Road near mategaon Parli ro to Kashinath Vithal house at Bori Sawant D) Constg of CC road and Drain/ 11 / 2020_PWR_589077_2","Maharashtra",168,"(60,Inf]"
"1884","2020_PWR_589077_3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34295",2020-12-15,2020-06-30,"Constg of CC road from Smashanbhumi at Dagad Pimpari B) CC road from Uttam Agrwal house  to Bhalerao house at Asegaon C) prov and fixing Paver block Masjid Campus Asegaon D) Constg CC Road Maroti Mandir Campus at Asegaon E) Prov and Fixing Paver Bloc/ 11 / 2020_PWR_589077_3","Maharashtra",168,"(60,Inf]"
"1885","2020_PWR_589106_1",1537,2020-07-24,2020-06-29,"Providing Roof Shed, Parking Shed, Store Room, C.D.Work And Internal Road To Pali Rural Hospital At Pali Tal.  Dist. Ratnagiri./ NIT- 15 for 2020-21 / 2020_PWR_589106_1","Maharashtra"," RDD-CEO-BHANDARA||BHANDARA-Dy. CEO V.P.||BHANDARA||SUREWADA "," zppsbhn/gpsilli/e1/20 21 "," supp.various of const.material and other material "," Goods ",3," HANS TRADERS ","  ",1500000," 29-Jun-2020 10:00 AM ",2020-07-18," 01-Jan-1970 05:30 AM ","34838",2020-07-24,2020-06-29,"Providing Roof Shed, Parking Shed, Store Room, CD.Work And Internal Road To Pali Rural Hospital At Pali Tal.  Dist. Ratnagiri./ NIT- 15 for 2020-21 / 2020_PWR_589106_1","Maharashtra",25,"(20,60]"
"1886","2020_PWR_589106_2",1535,2020-07-24,2020-06-29,"Providing Partition in Civil Hospital Main Building And Repairs To Isolation Ward And Water Supply For R.O. Plant At Civil Hospital Ratnagiri./ NIT- 15 for 2020-21 / 2020_PWR_589106_2","Maharashtra"," RDD-CEO-BHANDARA||BHANDARA-Dy. CEO V.P.||BHANDARA||SUREWADA "," zppsbhn/gpsilli/e1/20 21 "," supp.various of const.material and other material "," Goods ",3," HANS TRADERS ","  ",1500000," 29-Jun-2020 10:00 AM ",2020-07-18," 01-Jan-1970 05:30 AM ","34800",2020-07-24,2020-06-29,"Providing Partition in Civil Hospital Main Building And Repairs To Isolation Ward And Water Supply For RO. Plant At Civil Hospital Ratnagiri./ NIT- 15 for 2020-21 / 2020_PWR_589106_2","Maharashtra",25,"(20,60]"
"1887","2020_PWR_591887_18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"31145",2020-12-14,2020-07-08,"Repairs to A) 10 Policeman Quarters at Lohara B) Residential Quarter of Staff in Rural Hospital Premises at Lohara TqLohara Dist Osmanabad./ OSMANABAD-PWD-04/2020-21 / 2020_PWR_591887_18","Maharashtra",159,"(60,Inf]"
"1888","2020_PWR_592978_11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30201",2020-09-18,2020-07-10,"Construction of Concrete Road at Dhulgaon&amp;#x0d;\nSmashanbhumi Tal Yeola Dist Nashik/ E Tender Notice No02 for 2020-2021 MSS / 2020_PWR_592978_11","Maharashtra",70,"(60,Inf]"
"1889","2020_PWR_593672_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"29463",2020-09-18,2020-07-13,"Construction of Covid-19 Testing Laboratory at District Hospital Hingoli Dist Hingoli/ 16 / 2020_PWR_593672_1","Maharashtra",67,"(60,Inf]"
"1890","2020_PWR_607482_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14553",2020-11-11,2020-09-02,"Special Repairs for Sub District Hospital and Tahsil Office Chopda, TalChopda Dist.Jalgaon/ ET NO 1 for 2020-21 / 2020_PWR_607482_2","Maharashtra",70,"(60,Inf]"
"1891","2020_PWR_610332_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10566",2020-12-16,2020-09-17,"Construction of 100 Bedded Hospital and Additional 100 Bedded Hospital for Ladies at District Hospital Building at Nandurbar Tal Dist.Nandurbar (Additional Works and Water Proofing Treatment)/ E-Tender Notice No.03 for 2020-21 (On Line) / 2020_PWR_610332_1","Maharashtra",90,"(60,Inf]"
"1892","2020_PWR_613236_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7416",2020-10-28,2020-09-29,"Renovations and repairs in Physiology Depratment, CPS Hostel and Hematology Department (for Govt Medical Collage, Jalgaon) in Civil Hospital at Jalgaon, Dist- Jalgaon./ E-Tender Notice No. 18 For 2020-2021 / 2020_PWR_613236_1","Maharashtra",29,"(20,60]"
"1893","2020_PWR_613236_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7417",2020-10-28,2020-09-29,"Construction of Hall for Pharmacology Department and renovation in existing building (for Govt Medical Collage, Jalgaon) in Civil Hospital at Jalgaon, Dist- Jalgaon./ E-Tender Notice No. 18 For 2020-2021 / 2020_PWR_613236_2","Maharashtra",29,"(20,60]"
"1894","2020_PWR_614173_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6543",2020-11-05,2020-10-05,"RENOVATION OF THE KIDNEY UNIT NEAR ICU BUILDING FOR DIALYSIS OF COVID 19 PAITENTS IN MAIN HOSPITAL BUILDING AT GMCH NAGPUR(THIRD  CALL)./ pwc/ngp/IUM/10/2020-21 / 2020_PWR_614173_1","Maharashtra",31,"(20,60]"
"1895","2020_PWR_614249_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6499",2020-11-27,2020-10-05,"Construction of   Slab on Railway bridge and  Approch Road on Vithala to Chichpad Pandhan Road Tq  Digras  Dist Yavatmal/ Notice No 4/20-21/wno2Open / 2020_PWR_614249_1","Maharashtra",53,"(20,60]"
"1896","2020_PWR_620449_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2485",2020-12-15,2020-10-29,"Construction of Lecture Hall For Anotomy Department at Second Floor of Existing HD.U. Building (for Govt. Medical College, Jalgaon) in Civil Hospital at Jalgaon, Tal. and Dist. Jalgaon/ E-Tender Notice No. 20 For 2020-2021 / 2020_PWR_620449_2","Maharashtra",47,"(20,60]"
"1897","2020_PWR_620449_3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2483",2020-12-04,2020-10-29,"Demolition of Doctors old Quarter for Construction of Foundation of Oxygen tank for COVID-19 patients at Govt Medical Collage at Jalgaon, Tal and Dist- Jalgaon./ E-Tender Notice No. 20 For 2020-2021 / 2020_PWR_620449_3","Maharashtra",36,"(20,60]"
"1898","2020_PWR_622850_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1264",2020-12-04,2020-11-09,"Construction of Shed for Gas Cylinder and Manifold for 1 No ICU COVID-19 Patient at Medical Collage Jalgaon TalDist.Jalgaon/ E-Tender Notice No. 21 For 2020-2021 / 2020_PWR_622850_1","Maharashtra",25,"(20,60]"
"1899","2020_PWR_624519_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"259",2020-12-17,2020-11-26,"BALANCE WORK OF REPAIRS AND  RENOVATION OF TOILET BLOCKS AND  PARTITION ON 1ST AND  2ND FLOOR OF COVID-19 WARDS (ADDITIONAL 400 HUD BEDS) IN MAIN HOSPITAL BUILDING AT GMCH NAGPUR/ pwc/ngp/IUM/20-1/2020-21 / 2020_PWR_624519_1","Maharashtra",21,"(20,60]"
"1900","2020_RAIGA_571953_1",12518,2020-06-15,2020-04-20,"Construction of Protection wall at Jamarung River Near Smashanbhumi Tal - khalapur Dist Raigad (2nd call)/ RAIGAD/RWSS/05/2020-21 / 2020_RAIGA_571953_1","Maharashtra"," Haryana Board Corporation||Haryana Tourism Corporation "," 1788 "," ProvidingFixing high gantry retro reflective signages, LED signages and S.S. plates for various Tourist Complexes of HTC "," Works ",9," reflection ","  ",1431400," 20-Apr-2020 09:00 AM ",2020-06-04," 01-Jan-1970 05:30 AM ","56044",2020-06-15,2020-04-20,"Construction of Protection wall at Jamarung River Near Smashanbhumi Tal - khalapur Dist Raigad (2nd call)/ RAIGAD/RWSS/05/2020-21 / 2020_RAIGA_571953_1","Maharashtra",56,"(20,60]"
"1901","2020_RAIGA_575568_7",8998,2020-08-07,2020-05-14,"Construction of road Towards Smashanbhumi at-Bhastsaie G.P. Bhatsai Tal-Roha Dist.Raigad/ ZP-RAIGAD-WORKDIV-02-2020-21 / 2020_RAIGA_575568_7","Maharashtra"," RDD-CEO-SANGLI||SANGLI-Dy. CEO V.P.||JATH||KUNIKONUR "," 3/2019/20 "," Providing and Fixing  Paving Block In Harijanwasti At-Konikonur Tah-Jath "," Works ",3," Kishor Vitthal Nikam,UDAY SHIVAJI PATIL,OMKAR ARVIND KOPARDE ","  ",799915.57," 14-May-2020 10:00 AM ",2020-06-10," 01-Jan-1970 05:30 AM ","50615",2020-08-07,2020-05-14,"Construction of road Towards Smashanbhumi at-Bhastsaie GP. Bhatsai Tal-Roha Dist.Raigad/ ZP-RAIGAD-WORKDIV-02-2020-21 / 2020_RAIGA_575568_7","Maharashtra",85,"(60,Inf]"
"1902","2020_RAIGA_609660_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11581",2020-11-12,2020-09-14,"Construction of Sakav (Slab Drain) on Kasalkhand  Shvajinagar Road  at Ch 0300TalPanvel ( 6m x 5 m 1 span)/ ZP-RAIGAD-WORKDIV-36-2020-21 / 2020_RAIGA_609660_2","Maharashtra",59,"(20,60]"
"1903","2020_RAIGA_609838_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11285",2020-09-24,2020-09-15,"Constrution of  Smashanbhumi shed at Balai  in VP Chanje Tal- Uran Dist -Raigad./ Uran/chanje/01/2020-2021 / 2020_RAIGA_609838_1","Maharashtra",9,"(0,20]"
