"","Sno","award_date","Published_date","Title_description","State_name","Tender_ID","number_days","day_category"
"2076","7683",2020-12-03,2020-09-29,"Infrastructure Strengthening of Sub Centre to Suswasthya Kendras (Health And Wellness Centres), Uluberia-II, Katra&amp;#x0d;/ CMOH/DHFWS/How/1952/2020 (2nd Call) / 2020_HFW_298377_19","West Bengal","2020_HFW_298377_19",65,"(60,Inf]"
"2077","7684",2020-12-04,2020-09-29,"Infrastructure Strengthening of Sub Centre to Suswasthya Kendras (Health And Wellness Centres), Sankrail, Alampur&amp;#x0d;/ CMOH/DHFWS/How/1954/2020 (2nd Call) / 2020_HFW_298343_17","West Bengal","2020_HFW_298343_17",66,"(60,Inf]"
"2078","7685",2020-12-04,2020-09-29,"Infrastructure Strengthening of Sub Centre to Suswasthya Kendras (Health And Wellness Centres), Domjur, Ankurhati&amp;#x0d;/ CMOH/DHFWS/How/1954/2020 (2nd Call) / 2020_HFW_298343_13","West Bengal","2020_HFW_298343_13",66,"(60,Inf]"
"2079","7687",2020-12-04,2020-09-29,"Infrastructure Strengthening of Sub Centre to Suswasthya Kendras (Health And Wellness Centres), Bagnan-I, Khajurtti&amp;#x0d;/ CMOH/DHFWS/How/1954/2020 (2nd Call) / 2020_HFW_298343_5","West Bengal","2020_HFW_298343_5",66,"(60,Inf]"
"2080","7688",2020-12-04,2020-09-29,"Infrastructure Strengthening of Sub Centre to Suswasthya Kendras (Health And Wellness Centres), Panchla, Jujarsaha GP&amp;#x0d;/ CMOH/DHFWS/How/1954/2020 (2nd Call) / 2020_HFW_298343_16","West Bengal","2020_HFW_298343_16",66,"(60,Inf]"
"2081","7689",2020-12-04,2020-09-29,"Infrastructure Strengthening of Sub Centre to Suswasthya Kendras (Health And Wellness Centres), Sankrail, Rajgange&amp;#x0d;/ CMOH/DHFWS/How/1954/2020 (2nd Call) / 2020_HFW_298343_22","West Bengal","2020_HFW_298343_22",66,"(60,Inf]"
"2082","7690",2020-12-04,2020-09-29,"Infrastructure Strengthening of Sub Centre to Suswasthya Kendras (Health And Wellness Centres), Bagnan-I, Patinan&amp;#x0d;/ CMOH/DHFWS/How/1954/2020 (2nd Call) / 2020_HFW_298343_6","West Bengal","2020_HFW_298343_6",66,"(60,Inf]"
"2083","7589",2020-11-07,2020-09-29,"Construction of Cement concrete road from Hamid  house to Hospital at Makrampur  APP 36(2020-21)/ 02/MGP/2020-21 / 2020_ZPHD_298374_12","West Bengal","2020_ZPHD_298374_12",39,"(20,60]"
"2084","7494",2020-12-07,2020-09-29,"Building Work/ 12/OPHWC/2020-21 / 2020_OSPHW_62858_2","Odisha","2020_OSPHW_62858_2",69,"(60,Inf]"
"2085","7498",2020-11-26,2020-09-29,"Building Work/ 12/OPHWC/2020-21 / 2020_OSPHW_62858_4","Odisha","2020_OSPHW_62858_4",58,"(20,60]"
"2086","7453",2020-12-04,2020-09-29,"DistPyt.Pkd 2018-19 Project 157/19 (556/21) Completion Works for Muthukadu Anganwadi in Kannadi GP&amp;#x0d;/ 209/E/20-21 / 2020_LSGD_388145_1","Kerala","2020_LSGD_388145_1",66,"(60,Inf]"
"2087","7440",2020-12-01,2020-09-29,"Resectioning of canal ch1380-3780M, Constn  of C.C. Lined canal ch.1380-3665M, Constn  of HP Canal Outlets-10Nos, Canal Fall-1No.  Cattle crossing-4Nos./ NIT No. 32 (SOPD) 2020-21   Dt. 28.09.2020 / 2020_ID_18813_1","Assam","2020_ID_18813_1",63,"(60,Inf]"
"2088","7416",2020-10-28,2020-09-29,"Renovations and repairs in Physiology Depratment, CPS Hostel and Hematology Department (for Govt Medical Collage, Jalgaon) in Civil Hospital at Jalgaon, Dist- Jalgaon./ E-Tender Notice No. 18 For 2020-2021 / 2020_PWR_613236_1","Maharashtra","2020_PWR_613236_1",29,"(20,60]"
"2089","7417",2020-10-28,2020-09-29,"Construction of Hall for Pharmacology Department and renovation in existing building (for Govt Medical Collage, Jalgaon) in Civil Hospital at Jalgaon, Dist- Jalgaon./ E-Tender Notice No. 18 For 2020-2021 / 2020_PWR_613236_2","Maharashtra","2020_PWR_613236_2",29,"(20,60]"
"2090","7395",2020-10-30,2020-09-30,"Restoration of road cut made by Public Health Department for laying water and sewar line Near ROB Service Road on NH-148-B at Tohana in Fatehabad District&amp;#x0d;\n(Recalled)/ Restoration of road cut made by Public Health Depa / 2020_HRY_146464_1","Haryana","2020_HRY_146464_1",30,"(20,60]"
"2091","7348",2021-11-11,2020-09-30,"Hiring of vehicles/ 10393 / 2020_DHS_104236_1","Madhya Pradesh","2020_DHS_104236_1",407,"(60,Inf]"
"2092","7285",2020-11-23,2020-09-30,"Retrofitting of PWSS under JJM at Village Bhitari Block Gunour based on TW i.c. Construction of   40KL Sump Well, pipeline, etc i/c cost of all material and labour with 90Days TrialRun Commissioning period of entire scheme./ NIT No. 33/20-21 Dt 30.9.20/retrofitting PWSS / 2020_PHED_110017_1","Madhya Pradesh","2020_PHED_110017_1",54,"(20,60]"
"2093","7288",2020-10-16,2020-09-30,"Providing 40 KVA DG set and allied items for STP  Bhondsi Distt Gurugram/ 2020/HPHC/JAN-02/ 12 / 2020_HBC_119346_2","Haryana","2020_HBC_119346_2",16,"(0,20]"
"2094","7289",2020-12-11,2020-09-30,"Retrofitting of PWSS under JJM at Village Dubahiya, Itwan Tilha and Amsil Block Panna based on TW i.c. Construction of 50KL RCC OHT,  Sump Well Cum Pumphouse, pipeline, etc i/c cost of all material and labour with 90Days TrialRun Commissioning perio/ NIT No. 33/20-21 Dt 30.9.20/retrofitting PWSS / 2020_PHED_110022_1","Madhya Pradesh","2020_PHED_110022_1",72,"(60,Inf]"
"2095","7269",2020-11-03,2020-09-30,"Government TD Medical College Alappuzha- Renovation of examination hall/ PWD/2020-2021/10528/19/AEE / 2020_PWD_388691_1","Kerala","2020_PWD_388691_1",34,"(20,60]"
"2096","7238",2020-11-23,2020-09-30,"Retrofitting of PWSS under JJM at Village Looka Block Gunour based on TW i.c. Construction of,  Sump Well, pipeline, etc i/c cost of all material and labour with 90Days TrialRun Commissioning period of entire scheme/ NIT No. 33/20-21 Dt 30.9.20/retrofitting PWSS / 2020_PHED_110058_1","Madhya Pradesh","2020_PHED_110058_1",54,"(20,60]"
"2097","7221",2020-12-03,2020-09-30,"Repair and rehabilitation of work station at CMOH office at M R Bangur Hospital, during the year 2020_2021/ WBPWD/KSHD/EE/NIT-33 OF 2020-2021 / 2020_WBPWD_299032_1","West Bengal","2020_WBPWD_299032_1",64,"(60,Inf]"
"2098","7227",2020-11-04,2020-09-30,"Providing FHTCs (2300 Nos) in Perumatty gramapanchayath/ 32/20-21/SE/PHC/PKD / 2020_KWA_388768_1","Kerala","2020_KWA_388768_1",35,"(20,60]"
"2099","7230",2020-11-10,2020-09-30,"Re painting of Main lab using antifungal interior emulsion at VB ,Palode/ PWD/2020-2021/10514/NDDBLSdn / 2020_PWD_388753_1","Kerala","2020_PWD_388753_1",41,"(20,60]"
"2100","7158",2020-11-26,2020-09-30,"CONSTRUCTION OF APPROACH ROAD, OPERATOR SHED, DIVERSION CHANNEL, GUIDE BUND, AFFLUX BUND AND CANAL STRUCTURES OF DOLBARI KANIHA FLOW IRRIGATION SCHEME UNDER SOPD DURING THE YEAR 2019-2020/ GDI_TECH_E_TDR_18_19_164_23 / 2020_ID_18831_1","Assam","2020_ID_18831_1",57,"(20,60]"
"2101","7159",2020-11-16,2020-09-30,"Electrification - to the Installation of 26 Passenger Elevator near cath lab attched to District Hospital, Palakkad &amp;#x0d;/ 114/E/20-21 / 2020_LSGD_375297_3","Kerala","2020_LSGD_375297_3",47,"(20,60]"
"2102","7131",2020-10-30,2020-10-01,"Filling of Road Cut and Repair of Culvert Made by Public Health Department in Ratia City on Various Roads in PSD Bhuna in Fatehabad District (Recalled)/ Recalled/Filling of Road Cut and Repair of Culvert / 2020_HRY_146617_1","Haryana","2020_HRY_146617_1",29,"(20,60]"
"2103","7095",2020-11-09,2020-10-01,"Const of Road along old GT Road near Sacred Heart Hospital WNo. 80/ MCJ/(B and R) 2020-21/21 / 2020_DLG_54190_6","Punjab","2020_DLG_54190_6",39,"(20,60]"
"2104","6960",2020-12-07,2020-10-01,"Estimate No 391/NGP/2020 21  Providing Street light arrangement to approch road of NEW ICCU building and oxygen \tshed at GMCH premises Nagpur./ eTender Notice No.39/2020-21 / 2020_PWDM_612327_10","Maharashtra","2020_PWDM_612327_10",67,"(60,Inf]"
"2105","6872",2020-12-11,2020-10-01,"Retrofitting of PWSS under JJM at Village Sawaiganj Purwa and Ludhgawan Block Panna based on TW i.c. motorpump, Construction of SumpWell,  pipeline, etc i/c cost of all material and labour with 90Days TrialRun Commissioning period of entire scheme/ NIT No. 34/20-21 Dt 01.10.20/retrofitting PWSS / 2020_PHED_110185_1","Madhya Pradesh","2020_PHED_110185_1",71,"(60,Inf]"
"2106","6859",2020-10-27,2020-10-02,"Tender for Medical Gas Refilling/ CS/DHR/2020/893/10-2 / 2020_DHS_110172_1","Madhya Pradesh","2020_DHS_110172_1",25,"(20,60]"
"2107","6850",2020-11-15,2020-10-02,"Perinad GP 2020-21 RP Hospital thekkekara road concreting in Ward 19/ 7/AE/LSGD/PND5/2020-21 / 2020_LSGD_382874_2","Kerala","2020_LSGD_382874_2",44,"(20,60]"
"2108","6800",2020-11-16,2020-10-02,"Vithura GP 2020-21Maintenance of Chettachal Anganwadi (292/2021)/ 292/2020/AE/LSGD/VTRA / 2020_LSGD_389182_1","Kerala","2020_LSGD_389182_1",45,"(20,60]"
"2109","6758",2020-12-10,2020-10-03,"262/20, Construction of drain and covering slab for panikkathumukk kunnkadavu road  in ward 4/ 01/OCT/20-21 / 2020_LSGD_389168_1","Kerala","2020_LSGD_389168_1",68,"(60,Inf]"
"2110","6732",2020-10-22,2020-10-03,"Improvement to Smashanbhumi approach road at Wadebolhai Tal Haveli Dist Pune/ GPW/E-TENDER/2020-21/3 / 2020_RDPUN_613952_1","Maharashtra","2020_RDPUN_613952_1",19,"(0,20]"
"2111","6702",2020-11-03,2020-10-03,"Const of Storm Water Nala&amp;#x0d;\nfrom Singh Market to Malaria&amp;#x0d;\nHospital in Palika Vihar,&amp;#x0d;\nAmbala City/ MCA/XEN/2020/228 / 2020_HRY_146847_1","Haryana","2020_HRY_146847_1",31,"(20,60]"
"2112","6625",2020-12-14,2020-10-05,"Providing Infrastructure For Smashanbhumi At Lonivynkanath Village Tal Shrigonda Dist Ahmednagar/ GP/ E TENDER/ FFC/ CIVIL WORK/ UE/ 2019-20 / 2 / 2020_AHMED_614139_1","Maharashtra","2020_AHMED_614139_1",70,"(60,Inf]"
"2113","6583",2020-11-23,2020-10-05,"EstNo.133243 / 2020-21Prov. Solar Water Heater System of Newly Constructed Building of Sub District Hospital at Koregaon, Dist. Satara ( For Covid 19)/ eTender Notice No.27 of 2020.21 / 2020_PWDM_614115_1","Maharashtra","2020_PWDM_614115_1",49,"(20,60]"
"2114","6543",2020-11-05,2020-10-05,"RENOVATION OF THE KIDNEY UNIT NEAR ICU BUILDING FOR DIALYSIS OF COVID 19 PAITENTS IN MAIN HOSPITAL BUILDING AT GMCH NAGPUR(THIRD  CALL)./ pwc/ngp/IUM/10/2020-21 / 2020_PWR_614173_1","Maharashtra","2020_PWR_614173_1",31,"(20,60]"
"2115","6497",2020-12-11,2020-10-05,"Retrofitting of PWSS under JJM at Hinauta and Makhra Block Panna  based on TW i.c. motorpump, Construction of 50KL RCC OHT, pipeline, etc i/c cost of all material and labour with 90Days TrialRun Commissioning period of entire scheme/ NIT No. 36/20-21 Dt 05.10.20/retrofitting PWSS / 2020_PHED_110349_1","Madhya Pradesh","2020_PHED_110349_1",67,"(60,Inf]"
"2116","6499",2020-11-27,2020-10-05,"Construction of   Slab on Railway bridge and  Approch Road on Vithala to Chichpad Pandhan Road Tq  Digras  Dist Yavatmal/ Notice No 4/20-21/wno2Open / 2020_PWR_614249_1","Maharashtra","2020_PWR_614249_1",53,"(20,60]"
"2117","6336",2020-12-03,2020-10-06,"New Construction for establishment of Ayush OPD at Surun SAD at Surun PHC under Itahar BPHC in the district of Uttar Dinajpur/ WBPWD/EE/RGJ/SS/PW DTE. NIT NO. 06 (e) OF 2020-21 / 2020_WBPWD_299052_1","West Bengal","2020_WBPWD_299052_1",58,"(20,60]"
"2118","6292",2020-12-21,2020-10-06,"PANDALAMBLOCK NILAMAKUNNU PADY ROAD CONCRETING IN ARANMULA GP/ S002/AE/LSGD/PDMBLOCK/20-21 / 2020_LSGD_389582_1","Kerala","2020_LSGD_389582_1",76,"(60,Inf]"
"2119","6267",2020-11-06,2020-10-06,"Repair and Maintenance of Sulabh&amp;#x0d;\nSauchalya no1 Sub Yard Dhanori&amp;#x0d;\nMandi (Under Mandi Vikas Kosh)/ repair of sulabh sauchalya no 1 sub yard dhanouri / 2020_HBC_146954_1","Haryana","2020_HBC_146954_1",31,"(20,60]"
"2120","6199",2020-11-18,2020-10-06,"Maintenance of KKarunakaran smaraka community Health center, mala/ 3/AE/MALABP/2020-21 / 2020_LSGD_379634_2","Kerala","2020_LSGD_379634_2",43,"(20,60]"
"2121","6133",2020-11-25,2020-10-07,"Ayurveda Hospital Renovation in Mulavukad GP/ 27/AE/LSGD/MUKD/20-21 / 2020_LSGD_389374_1","Kerala","2020_LSGD_389374_1",49,"(20,60]"
"2122","6135",2020-12-03,2020-10-07,"Construction of Fixed Vision Centre (FVC) within Premises of the CHC at Dunguripali in the District of Subarnapur for the year 2020-21/ EE/R AND B/ SNPR / 06 / 2020-21 / 2020_EICCL_63076_9","Odisha","2020_EICCL_63076_9",57,"(20,60]"
"2123","6111",2020-11-26,2020-10-07,"Filling of liquid chlorine gas 42 Nos cylinders of 100 Kg. each from authorized filling station including transportation charges under Asansol Mechanical Division, P.H.E.Dte./ WBPHE /EE/AMD/NIT 04e / 2020-2021 / 2020_PHED_299284_5","West Bengal","2020_PHED_299284_5",50,"(20,60]"
"2124","6084",2020-12-03,2020-10-07,"Supply Installation and Comissioning of  1 no of  250KVA 3 Phase liquid  Cooled  With AMF Panel DG set  for new court building  at  Sonepur   in the district  of   Subarnapur/ EE/R AND B/ SNPR / 06 / 2020-21 / 2020_EICCL_63076_10","Odisha","2020_EICCL_63076_10",57,"(20,60]"
"2125","6085",2020-11-09,2020-10-07,"Providing Installing Testing Commissioning and Handing Over of Air Conditioning System for minimum 4 Bedded Extension of  ICU Block-C with the allocated space in Block-D alongwith connecting passage in between at GMCH Sector 32 Chandigarh&amp;#x0d;\n&amp;#x0d;/ PH1/2020/125 / 2020_CHD_56937_1","Chandigarh UT","2020_CHD_56937_1",33,"(20,60]"
"2126","6071",2020-12-07,2020-10-07,"Providing Public Health Services  for Renovation of attached Toilets, Staff Toilet (Male and Female), Kitchen and Mess and Drivers Toilets at Guest House-48 under GMCH Sector-32, Chandigarh/ PH1/2020/126 / 2020_CHD_56938_1","Chandigarh UT","2020_CHD_56938_1",61,"(60,Inf]"
"2127","6076",2020-12-05,2020-10-07,"Advertisement on Bus Body for approximately 625 Non AC. Buses &amp;#x0d;\nof NBSTC  available roughly 200 Sq Ft of Space for advertisement per vehicle/ NBSTC/13/CSP-ET/COB/2020-21 / 2020_NBSTC_299787_1","West Bengal","2020_NBSTC_299787_1",59,"(20,60]"
"2128","6058",2020-12-02,2020-10-07,"Additional Alteration in 100 bedded Hospital at LNJP Kurukshetra (Reinvite)/ PWD/AMB/KKR-1/110038 / 2020_HRY_147066_1","Haryana","2020_HRY_147066_1",56,"(20,60]"
"2129","6029",2020-12-08,2020-10-07,"Up-gradation of Health Facility under Ayushman Bharat- Health Wellness Center of Gadhaula  in Yamuna Nagar District/ PWD/CHD/YNGAR/1024 / 2020_HRY_147089_1","Haryana","2020_HRY_147089_1",62,"(60,Inf]"
"2130","6006",2020-11-05,2020-10-07,"Upgradation of AWC Building with Boundary wall at Rajdharpara Under Rajdharpara GP./ 02/ PRODHAN / RAJDHARPARA GP/2020-21 / 2020_ZPHD_300189_2","West Bengal","2020_ZPHD_300189_2",29,"(20,60]"
"2131","5982",2020-10-28,2020-10-07,"Raising of manhole Const Of RCC manhole slab in Ram Nagar, Dharam Singh Colony, Subash Nagar Dhakal Road at various streets of Narwana Town and all other works contingent thereto/ Amtc sewerage scheme narwana town / 2020_HRY_147106_1","Haryana","2020_HRY_147106_1",21,"(20,60]"
"2132","5985",2020-11-05,2020-10-07,"Upgradation of AWC Building with Kitchen Shed at Hazipara  Under Rajdharpara GP./ 02/ PRODHAN / RAJDHARPARA GP/2020-21 / 2020_ZPHD_300189_5","West Bengal","2020_ZPHD_300189_5",29,"(20,60]"
"2133","5989",2020-12-08,2020-10-07,"Jal Jeevan Mission-Construction of 60,000 litres capacity OH tank, supply and erection of 2 nos 125 HP open well  type submersible pumpset, 40  HP centrifugal pumpset, laying pumping main and distribution main and providing FHTCs/ 79/2020-21/PHC/KNR / 2020_KWA_390050_1","Kerala","2020_KWA_390050_1",62,"(60,Inf]"
"2134","5990",2020-11-05,2020-10-07,"Upgradation of AWC Building with Boundary wall and Kitchen Shed at Nograjole Ut Under Rajdharpara GP./ 02/ PRODHAN / RAJDHARPARA GP/2020-21 / 2020_ZPHD_300189_4","West Bengal","2020_ZPHD_300189_4",29,"(20,60]"
"2135","5902",2020-11-10,2020-10-08,"EstNo.OW / TESD / TUES /002 /2020-21Providing 250 KVA DG set with AMF panel and  allied switchgears and cables  at new shed  for quarantine patients of COVID-19 (CORONA) in Civil Hospital Compound  Thane West./ E TENDER  NOTICE NO 28 OF 2020-2021 / 2020_PWDM_614877_1","Maharashtra","2020_PWDM_614877_1",33,"(20,60]"
"2136","5903",2020-12-04,2020-10-08,"Provding and supplying Medical Equipment to Prevent COVID-19 for Solapur Municipal Corporation / MOH/SMC/9/2020-21 / 2020_SMC_614843_1","Maharashtra","2020_SMC_614843_1",57,"(20,60]"
"2137","5842",2020-11-03,2020-10-08,"Design Supply Installation Commissioning and Operation and Maintenance &amp;#x0d;\nOf Medical Gas Pipeline System at &amp;#x0d;\nIntegrated Tapsikhata Ayush Covid Hospital AlipurDuar of West Bengal for 5 years&amp;#x0d;/ WBMSCL / NIT 185/2020, Dated 05/10/2020 / 2020_WBMSC_300229_1","West Bengal","2020_WBMSC_300229_1",26,"(20,60]"
"2138","5843",2020-11-25,2020-10-08,"Supply of Inj Iron Sucrose/ IRON_SUCROSE_125773 / 2020_NHM_18886_1","Assam","2020_NHM_18886_1",48,"(20,60]"
"2139","5791",2020-11-05,2020-10-08,"Installation of High Mast Light at Nichna Hospital at Mouza- Nichna, JL. no - 201, plot no- 538 , Gram Sansad no-15 in Mangrul GP within Chandrakona-I Panchayat Samiti under 15th CFC./ WBPASMID/CKN1/EO/NIT01/202021 / 2020_ZPHD_300580_7","West Bengal","2020_ZPHD_300580_7",28,"(20,60]"
"2140","5754",2020-12-11,2020-10-08,"Retrofitting of PWSS under JJM at Khaptaha Block Panna  based on TW i.c. motorpump, Construction of 75KL RCC OHT, 20KL SumpWell,  pipeline, etc i/c cost of all material and labour with 90Days TrialRun Commissioning period of entire scheme/ NIT No. 37/20-21 Dt 08.10.20/retrofitting PWSS / 2020_PHED_110703_1","Madhya Pradesh","2020_PHED_110703_1",64,"(60,Inf]"
"2141","5758",2020-11-11,2020-10-08,"Construction of Cement concrete road with Drain and small slab culvert in Ekyara under Ratanpur GP within Onda P.S./ NIeT No. 01/EO/2020-21 / 2020_ZPHD_300528_1","West Bengal","2020_ZPHD_300528_1",34,"(20,60]"
"2142","5700",2020-11-20,2020-10-09,"Construction of Roads Providing Estate Public Health and Electrical Services for Development of Residential Colony at Lehal Mandal Site of Irrigation Deptt Nabha Road at Patiala/ E-Tender No107/PDA/DE(C-1)/2492-2500 / 2020_DHUD_54461_1","Punjab","2020_DHUD_54461_1",42,"(20,60]"
"2143","5617",2020-12-10,2020-10-09,"Construction of concrete road from Yajuddin House to ICDS at Rameswarpur, Mouza Rameswarpur, JL No 217, Plot No. 145 under Panchkhuri I GP/ EO/MID-SADAR/e-NIT20/2020-21 / 2020_DMPMM_300790_2","West Bengal","2020_DMPMM_300790_2",62,"(60,Inf]"
"2144","5619",2020-11-30,2020-10-09,"Construction of CC road from Gulimarapada AWC towards Mahamayee Temple, Ward No12/ EO_BLG.N_04_2020-21 / 2020_ORULB_63109_9","Odisha","2020_ORULB_63109_9",52,"(20,60]"
"2145","5545",2020-11-26,2020-10-09,"R G. Kar Medical College and Hospital - B.C.Roy Casualty Building (8th floor) - Emergent repair of the damages of building  with trimming of tree branches and other related ancillary works due to AMPHAN STORM/ WBPWD/EE/KNHD/NIT-20e/20-21 / 2020_WBPWD_300830_1","West Bengal","2020_WBPWD_300830_1",48,"(20,60]"
"2146","5546",2020-10-27,2020-10-09,"CONVERTING EXISTING DC LINE FROM CHAKKIATHMUKKU TO USSANMOTTA - POLE INSERTION AND RECONDUCTORING Under Electrical Section Kodiyeri/ EE/PMU-KNR/32/20-21/ET DATED 09.10.2020 / 2020_KSEB_390796_1","Kerala","2020_KSEB_390796_1",18,"(0,20]"
"2147","5514",2020-11-05,2020-10-09,"1 CONSTRUCTION OF CEMENT CONCRETE ROAD FOR COMMUNITY NEAR ASHURA ICDS  AT ASHURA 2. GAJENDRA MAITY HOUSE TO BATPADA AT NILDA 3. MSK AT KUMARDA. 4. BENUDHAR DUTTA HOUSE TO SUBHENDU DUTTA HOUSE./ E-59/ MGNREGA OF 2020-21 / 2020_ZPHD_300923_1","West Bengal","2020_ZPHD_300923_1",27,"(20,60]"
"2148","5501",2020-12-03,2020-10-09,"LAC ADS (2019-2020), Kottakkal LAC - Extension of Marakkara Primary Health Center building - Marakkara, Work Proposed By Hon MLA Shri. ABID HUSSAIN THANGAL (ID 9174)/ DB4/TN/17/20-21 / 2020_LSGD_389699_22","Kerala","2020_LSGD_389699_22",55,"(20,60]"
"2149","5457",2020-12-15,2020-10-10,"ANNUALPATROLLING/MAINTENANCE WORK OF THE 400KVS/C ANPARA-SARNATH (L-3) TRANSMISSION LINE FROM LOC NO 268 TO 400 and 1 TO 31 and 400KV D/C ANPARA-SARNATH (L-5andL-6) LINE FROM LOCATION NO. 284 TO 445 UNDER ETD-GHAZIPUR/ Short Term E-Tender No. 45 ETC(GZP)/2020-21 / 2020_UPTCL_518480_1","Uttar Pradesh","2020_UPTCL_518480_1",66,"(60,Inf]"
"2150","5388",2020-11-25,2020-10-10,"Providing and Installation of Fire Fighting and Fire Detection System in SDH Malerkotla District Sangrur/ PHSC/EE (W)/2020-21/26 / 2020_DHFW_54567_1","Punjab","2020_DHFW_54567_1",46,"(20,60]"
"2151","5303",2020-11-18,2020-10-12,"Stretcher Trolley at GMCH Nagpur/ GMCN/Etender no7/20-21 / 2020_MERDM_615813_1","Maharashtra","2020_MERDM_615813_1",37,"(20,60]"
"2152","5245",2020-11-12,2020-10-12,"EstNo.132033 / 2020-21 Prov. AC for Phase I Rural Hospital Kashil, Dist.Satara ( For Covid-19)/ eTender Notice No.28 of 2020.21 / 2020_PWDM_614966_5","Maharashtra","2020_PWDM_614966_5",31,"(20,60]"
"2153","5248",2020-11-12,2020-10-12,"EstNo.132035 / 2020-21 Prov. Diesel Generator for Sub District Hospital of Karad, Dist. Satara (Only Allied Electrical Work  For Covid 19)/ eTender Notice No.28 of 2020.21 / 2020_PWDM_614966_3","Maharashtra","2020_PWDM_614966_3",31,"(20,60]"
"2154","5223",2020-12-02,2020-10-12,"Minor, Additions and Alterations in ENT OPD and office, GMCH-32, Chandigarh/ EECP5/2020/1873-88 dated 0810.2020 / 2020_CHD_56989_1","Chandigarh UT","2020_CHD_56989_1",51,"(20,60]"
"2155","5224",2020-11-03,2020-10-12,"Design Supply Installation Commissioning Operation and Maintenance of &amp;#x0d;\nMedical Gas Pipeline System at Netaji Subhas Sanitorium Covid Hospital of West Bengal for 1 year&amp;#x0d;/ WBMSC/NIT-195/2020 dated 08/10/2020 / 2020_WBMSC_300982_1","West Bengal","2020_WBMSC_300982_1",22,"(20,60]"
"2156","5225",2020-11-03,2020-10-12,"Design Supply Installation Commissioning Operation and Maintenance of &amp;#x0d;\nMedical Gas Pipeline System at Purulia SSH of West Bengal for 1 year&amp;#x0d;/ WBMSC/NIT-194/2020 dated 08/10/2020 / 2020_WBMSC_300979_1","West Bengal","2020_WBMSC_300979_1",22,"(20,60]"
"2157","5226",2020-11-03,2020-10-12,"Design Supply Installation Commissioning Operation and Maintenance of &amp;#x0d;\nMedical Gas Pipeline System at Jhargram DH Night Shelter of West Bengal for 1 year&amp;#x0d;/ WBMSC/NIT-193/2020 dated 08/10/2020 / 2020_WBMSC_300970_1","West Bengal","2020_WBMSC_300970_1",22,"(20,60]"
"2158","5228",2020-11-25,2020-10-12,"Providing and fixing wall tiles, false ceiling and aluminium partitions in block-J (First Floor), Block-C Mortuary and Anaesthesia office Block-D, GMCH-32, Chandigarh/ EECP5/2020/1873-88 dated 08.10.2020 / 2020_CHD_56987_1","Chandigarh UT","2020_CHD_56987_1",44,"(20,60]"
"2159","5229",2020-11-25,2020-10-12,"Special Repair for Non Residential Building of Mental Health Institute, Sector 32, Chandigarh for the year 2020-21/ EECP5/2020/1873-88 dated 08.10.2020 / 2020_CHD_56990_1","Chandigarh UT","2020_CHD_56990_1",44,"(20,60]"
"2160","5230",2020-11-25,2020-10-12,"Provision for FLU Clinic and Gynae Isolation Ward under COVID-19 in Civil Hospital, Sector 22, Chandigarh/ EECP5/2020/1873-88 dated 08.10.2020 / 2020_CHD_56984_1","Chandigarh UT","2020_CHD_56984_1",44,"(20,60]"
"2161","5214",2020-11-03,2020-10-12,"WORK OF REFILLING OF FIRE EXTINGUISHERS OF VARIOUS CAPACITIES AT 132 KV S/S BHARUA SUMERPUR UNDER ETD HAMIRPUR/ TS-26/ETDH/2020-21 / 2020_UPTCL_520055_1","Uttar Pradesh","2020_UPTCL_520055_1",22,"(20,60]"
"2162","5218",2020-11-03,2020-10-12,"Design Supply Installation Commissioning Operation and Maintenance of &amp;#x0d;\nMedical Gas Pipeline System at Ashoknagar SGH of West Bengal for 1 year&amp;#x0d;/ WBMSC/NIT-197/2020 dated 08/10/2020 / 2020_WBMSC_300987_1","West Bengal","2020_WBMSC_300987_1",22,"(20,60]"
"2163","5192",2020-12-07,2020-10-12,"Const of Govt. Vety. Hospital at Village Meerpur Block Naraingarh Distt. Ambala/ PR/AMBALA / 2020_HRY_147277_1","Haryana","2020_HRY_147277_1",56,"(20,60]"
"2164","5189",2020-11-06,2020-10-12,"Const of Govt. Vety. Hospital at Village Shahzadpur, Block Shahzadpur Distt. Ambala/ PR/AMBALA / 2020_HRY_147256_1","Haryana","2020_HRY_147256_1",25,"(20,60]"
"2165","5151",2020-12-16,2020-10-12,"C/O 600 mtr. Span R.C.C slab culvert at RD 0/120/ MDII-TENDER / 2020_PWD_41568_2","Himachal Pradesh","2020_PWD_41568_2",65,"(60,Inf]"
"2166","5158",2020-11-13,2020-10-12,"Supply of Materials for the construction of cement concrete road from Sukumar Patra Kathgola to Raipukur ICDS Tetultala road in Kotulpur Block, Sihar GP, Mouza_ Malpur, Plot No_812, JL No_166 out of MGNREGS Fund/ 05/ENIT/MGNREGS/20-21, DT 1210.2020 / 2020_ZPHD_301183_3","West Bengal","2020_ZPHD_301183_3",32,"(20,60]"
"2167","4960",2020-12-08,2020-10-13,"Estimate No 516/NGP/2020 21 Providing Three years \tMaintenance Comprehensive type Contract For 15 Passenger  Stretcher lift 1 no. B G 3 Upper Floor and 1 no G3 upper Floor V3F controller Based at Govt. Trauma care Center MCH Nagpur./ eTender Notice No.45/2020-21 / 2020_PWDM_615923_11","Maharashtra","2020_PWDM_615923_11",56,"(20,60]"
