S.No.,AOC Date,e-Published Date,Title and Ref.No./Tender Id,State Name
b'48669.',b'12-Sep-2020 12:00 AM',b'09-Jun-2020 10:00 AM',b'Construction of RCC Bridge No. 1/1 along with approaches and protection work on Borjarani Lakhimandir Road in Behali LAC under SOPD-G for the year 2019-20 (Package No. TRC/SOPD-G/BEH/07)/ TRC/TB/SOPD(G)/BEH/28/2019-20 / 2020_PWD_17831_7',b'Assam',b'2020_PWD_17831_7'
b'48670.',b'31-Jul-2020 12:00 AM',b'09-Jun-2020 10:00 AM',b'Shifting erecting testing and commissioning of 33KV HT line (part line or remaining line) at Kukasa (submergence) minor irrigation project Tq. Risod Dist. Washim./ EE/VHELID/YTL/01/2020-21 / 2020_MHEPM_583023_2',b'Maharashtra',b'2020_MHEPM_583023_2'
b'48651.',b'05-Oct-2020 12:00 AM',b'09-Jun-2020 11:00 AM',b'e-TENDER FOR SUPPLY OF VACCINE CARRIER FOR NADCP Under Animal Husbandry and Veterinary Department/ IVB/NADCP/004/VACCINE CARRIER/2020-21/260 / 2020_AHVD_17842_1',b'Assam',b'2020_AHVD_17842_1'
b'48652.',b'31-Aug-2020 12:00 AM',b'09-Jun-2020 11:00 AM',b'Estimate No. 88/NGP/2020 21  Providing  Water Pumps and Area Lights at Newly Constructed Police Quarters at Mouda District Nagpur/ eTender Notice No.07/2020-21 / 2020_PWDM_583070_3',b'Maharashtra',b'2020_PWDM_583070_3'
b'48653.',b'25-Jun-2020 12:00 AM',b'09-Jun-2020 11:00 AM',b'Concreting Road In Magasvargiya Boudhawasti At-Aare Tarf Parali Tal-Satara/ ETENDER/GPA/1/2019-20 / 2020_SATAR_577324_1',b'Maharashtra',b'2020_SATAR_577324_1'
b'48654.',b'07-Sep-2020 12:00 AM',b'09-Jun-2020 11:00 AM',"b'Construction of Cement Concert Road in Prabhag No.1 from H/o.Dabhana Road to Smashyan Bhumi at Arjuni, in Taluka Arjuni/mor.,Dist-Gondia/ Dalitwasti 2019-20 / 2020_DMA_582912_1'",b'Maharashtra',b'2020_DMA_582912_1'
b'48655.',b'10-Jul-2020 12:00 AM',b'09-Jun-2020 11:00 AM',b'Installation of Solar street light at&amp;#x0d;\ndifferent sansads under Khairamari&amp;#x0d;\nGram Panchayat&amp;#x0d;/ 15//KH/14THCFC/2020-21 / 2020_ZPHD_284554_1',b'West Bengal',b'2020_ZPHD_284554_1'
b'48656.',b'09-Jul-2020 12:00 AM',b'09-Jun-2020 11:00 AM',b'CMLRRP Thalikkundu Nellani Ambalam road/ 10/AE/LSGD/NDA/20-21 / 2020_LSGD_362494_1',b'Kerala',b'2020_LSGD_362494_1'
b'48657.',b'11-Sep-2020 12:00 AM',b'09-Jun-2020 11:00 AM',b'Box culvert/ DNIeT No-57/BLG/ EE/RD/BSGD/2019-20.(2nd call) / 2020_CERDD_10590_1',b'Tripura',b'2020_CERDD_10590_1'
b'48658.',b'30-Jul-2020 12:00 AM',b'09-Jun-2020 11:00 AM',"b'Mehramau Link Road (Kansa to Kanjabhari Link Road Km. 1 to Left) (Km. 1,2(0-700)/ 684/E-TENDER/2020-21 Dated 30-05-2020 / 2020_CEUCZ_478360_9'",b'Uttar Pradesh',b'2020_CEUCZ_478360_9'
b'48659.',b'30-Jul-2020 12:00 AM',b'09-Jun-2020 11:00 AM',"b'Supplying Turati ,Bliching. Chuna and Chlorine gas/ E TENDER / VAIJAPUR MC / 1 / 2020-21 / 302 / 2020_DMA_583226_2'",b'Maharashtra',b'2020_DMA_583226_2'
b'48660.',b'13-Nov-2020 12:00 AM',b'09-Jun-2020 11:00 AM',"b'Dedhuvapur Link Road (Km. 1,2(0-020))/ 681/E-TENDER/2020-21 Dated 28-05-2020 / 2020_CEUCZ_477910_8'",b'Uttar Pradesh',b'2020_CEUCZ_477910_8'
b'48641.',b'10-Jul-2020 12:00 AM',b'09-Jun-2020 11:00 AM',b'Installation of Solar street light at&amp;#x0d;\ndifferent sansads under Khairamari&amp;#x0d;\nGram Panchayat&amp;#x0d;/ 15//KH/14THCFC/2020-21 / 2020_ZPHD_284554_1',b'West Bengal',b'2020_ZPHD_284554_1'
b'48642.',b'07-Sep-2020 12:00 AM',b'09-Jun-2020 11:00 AM',"b'Construction of Cement Concert Road in Prabhag No.1 from H/o.Dabhana Road to Smashyan Bhumi at Arjuni, in Taluka Arjuni/mor.,Dist-Gondia/ Dalitwasti 2019-20 / 2020_DMA_582912_1'",b'Maharashtra',b'2020_DMA_582912_1'
b'48643.',b'30-Jul-2020 12:00 AM',b'09-Jun-2020 11:00 AM',"b'Supplying Turati ,Bliching. Chuna and Chlorine gas/ E TENDER / VAIJAPUR MC / 1 / 2020-21 / 302 / 2020_DMA_583226_2'",b'Maharashtra',b'2020_DMA_583226_2'
b'48644.',b'30-Jul-2020 12:00 AM',b'09-Jun-2020 11:00 AM',"b'Mehramau Link Road (Kansa to Kanjabhari Link Road Km. 1 to Left) (Km. 1,2(0-700)/ 684/E-TENDER/2020-21 Dated 30-05-2020 / 2020_CEUCZ_478360_9'",b'Uttar Pradesh',b'2020_CEUCZ_478360_9'
b'48645.',b'09-Jul-2020 12:00 AM',b'09-Jun-2020 11:00 AM',b'CMLRRP Gandhy Nagar/ 08/AE/LSGD/NDA/20-21 / 2020_LSGD_362491_1',b'Kerala',b'2020_LSGD_362491_1'
b'48646.',b'30-Jul-2020 12:00 AM',b'09-Jun-2020 11:00 AM',b'Supplying Electrical Materials/ E TENDER / VAIJAPUR MC / 1 / 2020-21 / 302 / 2020_DMA_583226_1',b'Maharashtra',b'2020_DMA_583226_1'
b'48647.',b'13-Jul-2020 12:00 AM',b'09-Jun-2020 11:00 AM',b'Reconstruction of flood damage of Rangia Dhamdhama Road under SOPD -FDR for the year 2019-20./ SENL/NIT/N/2020-21/50/1112 / 2020_PWD_17816_1',b'Assam',b'2020_PWD_17816_1'
b'48648.',b'11-Sep-2020 12:00 AM',b'09-Jun-2020 11:00 AM',b'Box culvert/ DNIeT No-57/BLG/ EE/RD/BSGD/2019-20.(2nd call) / 2020_CERDD_10590_1',b'Tripura',b'2020_CERDD_10590_1'
b'48649.',b'17-Sep-2020 12:00 AM',b'09-Jun-2020 11:00 AM',"b'Masuriha Link Road (Km. 1,2,3(0-680)/ 681/E-TENDER/2020-21 Dated 28-05-2020 / 2020_CEUCZ_477910_4'",b'Uttar Pradesh',b'2020_CEUCZ_477910_4'
b'48650.',b'09-Jul-2020 12:00 AM',b'09-Jun-2020 11:00 AM',b'CMLRRP Thachampilly Road/ 09/AE/LSGD/NDA/20-21 / 2020_LSGD_362493_1',b'Kerala',b'2020_LSGD_362493_1'
b'48631.',b'04-Sep-2020 12:00 AM',b'09-Jun-2020 11:30 AM',b'Supply of stationery and crockery items etc/ GNDU/GB/ 2020/2 / 2020_DHE_48529_1',b'Punjab',b'2020_DHE_48529_1'
b'48632.',b'22-Nov-2020 12:00 AM',b'09-Jun-2020 11:30 AM',"b'Construction of new Physics Laboratory at Talcher Autonomous College, Talcher (F.F) under RUSA. (Civil plus E.I plus P.H)/ EE (R and B) Angul-01/ 2020-21 / 2020_EICCL_61520_4'",b'Odisha',b'2020_EICCL_61520_4'
b'48633.',b'18-Oct-2020 12:00 AM',b'09-Jun-2020 11:30 AM',b'Upgradation of Kaniha CHC for 2019-20 under NHM-Supplementary PIP./ EE (R and B) Angul-01/ 2020-21 / 2020_EICCL_61520_2',b'Odisha',b'2020_EICCL_61520_2'
b'48634.',b'18-Oct-2020 12:00 AM',b'09-Jun-2020 11:30 AM',b'Upgradation of Godibandha CHC for 2019-20 under NHM-Supplementary PIP./ EE (R and B) Angul-01/ 2020-21 / 2020_EICCL_61520_3',b'Odisha',b'2020_EICCL_61520_3'
b'48635.',b'04-Sep-2020 12:00 AM',b'09-Jun-2020 11:30 AM',b'Supply of Photocopier paper/ GNDU/GB/ 2020/1 / 2020_DHE_48527_1',b'Punjab',b'2020_DHE_48527_1'
b'48636.',b'07-Sep-2020 12:00 AM',b'09-Jun-2020 11:15 AM',b'AUGMENTATION OF WATER SUPPLY SCHEME MUSSEWAL MH FC  FROM HANDPUMP BLOCK NAKODAR DISTT JALANDHAR UNDER PRWSSIP 1Aiii JJM PROJECT/ MUSSEWAL 1A(III) 2020 PRWSS-W-DIV79-7866-1 / 2020_WB_48525_1',b'Punjab',b'2020_WB_48525_1'
b'48637.',b'12-Oct-2020 12:00 AM',b'09-Jun-2020 11:15 AM',b'Widening- Strengthening- Improvements- Improvements to Riding Quality and Culvert    including upkeeping for a period of 60 Months in Tindivanam-H- C and M Subdivision Jurisdiction Package 50/ TN.6/2020-21/HDO/Dt.28.05.2020 / 2020_HWAY_167629_1',b'Tamil Nadu',b'2020_HWAY_167629_1'
b'48638.',b'17-Jun-2020 12:00 AM',b'09-Jun-2020 11:00 AM',b'CONSTRUCTING TO PIPELINE TO ADGAON CHOTHAWA/ E TENDER -01/FFC/2020-21 / 2020_NASHI_583244_1',b'Maharashtra',b'2020_NASHI_583244_1'
b'48639.',b'09-Jul-2020 12:00 AM',b'09-Jun-2020 11:00 AM',b'CMLRRP Gandhy Nagar/ 08/AE/LSGD/NDA/20-21 / 2020_LSGD_362491_1',b'Kerala',b'2020_LSGD_362491_1'
b'48640.',b'29-Jun-2020 12:00 AM',b'09-Jun-2020 11:00 AM',"b'Drilling of 22 Nos, 200/150/125 mm dia 120 M deep tubewells with installation of Hand Pump in different Villages for creation of Tubewell source in Block Malthone/ NIT No. 22/EE/PHED/2020-21/Khurai Dt 08.06.2020 / 2020_PHED_92719_1'",b'Madhya Pradesh',b'2020_PHED_92719_1'
b'48621.',b'15-Dec-2020 12:00 AM',b'09-Jun-2020 12:00 PM',b'Construction  of  Khadadgaon Wadti Bk Wadti Khu   Road ( VR 29 )  Ta. Nandura  Dist .Buldana .Ch 3/500 to 4/500  Km/ e-Tender Notice 01-2020-21 / 2020_BULDH_583041_16',b'Maharashtra',b'2020_BULDH_583041_16'
b'48622.',b'28-Aug-2020 12:00 AM',b'09-Jun-2020 12:00 PM',b'IMPROVEMENT TO MDR-21 KHEDI UBALKHED GULBHELI  ROAD.ODR-91 KM CH-0/00 TO 1/00  TA. MOTALA.UNDER DPC.2019-20/ e-Tender Notice 01-2020-21 / 2020_BULDH_583041_3',b'Maharashtra',b'2020_BULDH_583041_3'
b'48623.',b'04-Sep-2020 12:00 AM',b'09-Jun-2020 12:00 PM',"b'Patch soling, Patch Grouting, Patch  Carpeting with Sand seal coat and road side kuccha drain etc/ DNIeT No. 07/EE/SNM/PWD/2020-21 / 2020_CEPWD_10589_1'",b'Tripura',b'2020_CEPWD_10589_1'
b'48624.',b'07-Sep-2020 12:00 AM',b'09-Jun-2020 12:00 PM',b'Transporation of Liquid Nitorgen and semen straw./ e_Tender Notice No.01 of 2020-2021 / 2020_CAHP_582193_1',b'Maharashtra',b'2020_CAHP_582193_1'
b'48625.',b'13-Aug-2020 12:00 AM',b'09-Jun-2020 12:00 PM',b'Improvement to Taroda Tarodi Janori to Shegaon Road O.D.R. No.53 Ch. No. 5/300 to 6/500 Km.  Tq. Shegaon Dist. Buldhana/ e-Tender Notice 01-2020-21 / 2020_BULDH_583041_12',b'Maharashtra',b'2020_BULDH_583041_12'
b'48626.',b'17-Jul-2020 12:00 AM',b'09-Jun-2020 12:00 PM',b'DIALYSIS CONSUMABLES/ A1/4474/2020 / 2020_DHS_363178_1',b'Kerala',b'2020_DHS_363178_1'
b'48627.',b'31-Jul-2020 12:00 AM',b'09-Jun-2020 12:00 PM',b'Improvement to Sindkhed Upto Distt.Border Road to Join ODR-85.VR-28 Km Ch-0/950 to 2/450  Ta. Motala.Under DPC./ e-Tender Notice 01-2020-21 / 2020_BULDH_583041_17',b'Maharashtra',b'2020_BULDH_583041_17'
b'48628.',b'08-Oct-2020 12:00 AM',b'09-Jun-2020 12:00 PM',"b'Improvement to Rantham-Waghola Road (VR-03) Tq. Malkapur, Dist.Buldana.Ch.0/00 km to 1/00 km with Hot Mix./ e-Tender Notice 01-2020-21 / 2020_BULDH_583041_21'",b'Maharashtra',b'2020_BULDH_583041_21'
b'48629.',b'10-Jul-2020 12:00 AM',b'09-Jun-2020 12:00 PM',b'Estimate for Interconnection of 11 KV Line From Bajkhedi at Darkheda pump feeder at Hajipur pump Under Jawar D/C OM Division Ashta/ DGM/STC/TENDER/RAJGARH/626 / 2020_MKVVC_92825_1',b'Madhya Pradesh',b'2020_MKVVC_92825_1'
b'48630.',b'30-Dec-2020 12:00 AM',b'09-Jun-2020 11:55 AM',b'Purchase of 18 Electronic Equipments for EEE department/ TPGIT/VELLORE/EEE/03/2020-21 / 2020_DoTE_167602_1',b'Tamil Nadu',b'2020_DoTE_167602_1'
b'48611.',b'10-Jul-2020 12:00 AM',b'09-Jun-2020 12:00 PM',b'Estimate for Interconnection of 11 KV Line From Bajkhedi at Darkheda pump feeder at Hajipur pump Under Jawar D/C OM Division Ashta/ DGM/STC/TENDER/RAJGARH/626 / 2020_MKVVC_92825_1',b'Madhya Pradesh',b'2020_MKVVC_92825_1'
b'48612.',b'26-Jun-2020 12:00 AM',b'09-Jun-2020 12:00 PM',b'bisssugar/ bisssugar / 2020_HBC_131151_1',b'Haryana',b'2020_HBC_131151_1'
b'48613.',b'19-Jul-2020 12:00 AM',b'09-Jun-2020 12:00 PM',b'Tiling work in residence of SDM at Tehsil Shikarpur in district Bulandshahar (Residential Building)/ 992/6A/E-Tender2020/2020 Dt. 27.05.2020 / 2020_CEMRT_481458_1',b'Uttar Pradesh',b'2020_CEMRT_481458_1'
b'48614.',b'28-Aug-2020 12:00 AM',b'09-Jun-2020 12:00 PM',b'IMPROVEMENT TO MDR-21 KHEDI UBALKHED GULBHELI  ROAD.ODR-91 KM CH-0/00 TO 1/00  TA. MOTALA.UNDER DPC.2019-20/ e-Tender Notice 01-2020-21 / 2020_BULDH_583041_3',b'Maharashtra',b'2020_BULDH_583041_3'
b'48615.',b'17-Jul-2020 12:00 AM',b'09-Jun-2020 12:00 PM',b'DIALYSIS CONSUMABLES/ A1/4474/2020 / 2020_DHS_363178_1',b'Kerala',b'2020_DHS_363178_1'
b'48616.',b'14-Jul-2020 12:00 AM',b'09-Jun-2020 12:00 PM',"b'Repairing of Toilet at Mothers room, Female ward etc at Islampur Super Speciality Hospital under Uttar Dinajpur Division, PWD during the year 2020-21./ WBPWD/EE/UDD/NIT-01/2020-21 / 2020_WBPWD_284057_1'",b'West Bengal',b'2020_WBPWD_284057_1'
b'48617.',b'08-Oct-2020 12:00 AM',b'09-Jun-2020 12:00 PM',"b'Improvement to Pimpalkhuta Mahadev to SH 272 Aland Jambhuldhaba Wadji    Road ( ODR 27 ) Ta. Malkapur, Dist.Buldana.Ch. 10/000 km to 11/500 km with Hot Mix./ e-Tender Notice 01-2020-21 / 2020_BULDH_583041_1'",b'Maharashtra',b'2020_BULDH_583041_1'
b'48618.',b'17-Aug-2020 12:00 AM',b'09-Jun-2020 12:00 PM',b'ROAD TARRING/ 03/AE/KPA/2020 / 2020_LSGD_363042_1',b'Kerala',b'2020_LSGD_363042_1'
b'48619.',b'28-Jul-2020 12:00 AM',b'09-Jun-2020 12:00 PM',b'Using own fund/ MRU/M/YPO/2020-21 / 2020_KCMMF_362916_1',b'Kerala',b'2020_KCMMF_362916_1'
b'48620.',b'04-Oct-2020 12:00 AM',b'09-Jun-2020 12:00 PM',b'Renewal/ 1822/04E-NIVIDA-BASTI CIRCLE/20 DATED 27-03-2020 / 2020_CEGKP_467095_3',b'Uttar Pradesh',b'2020_CEGKP_467095_3'
b'48591.',b'31-Aug-2020 12:00 AM',b'09-Jun-2020 01:00 PM',"b'Grouting, re-carpetting, seal coat, palasiding, missing soling, removal of land slide, stripping excess soil, earth filling and construction of drains etc./ DNIeT No.10 / 2020_CEPWD_10598_1'",b'Tripura',b'2020_CEPWD_10598_1'
b'48592.',b'21-Aug-2020 12:00 AM',b'09-Jun-2020 01:00 PM',"b'Resurfacing of 80m wide road along sector Omicron-1A, Greater Noida/ GM/PROJECT-II/2020/113 DATED 02.06.2020 / 2020_GNIDA_480239_3'",b'Uttar Pradesh',b'2020_GNIDA_480239_3'
b'48593.',b'07-Aug-2020 12:00 AM',b'09-Jun-2020 01:00 PM',b'Sahudangi to Belacoba road at chainage 0.28Km for emergent flank protection with boulder sausage work under Jalpaiguri Highway Division during the year 2020-2021./ WBPWD/JHD/EE/NIT-06e/2020-21 / 2020_SH_284542_1',b'West Bengal',b'2020_SH_284542_1'
b'48594.',b'02-Jul-2020 12:00 AM',b'09-Jun-2020 01:00 PM',b'CLOUD SERVICE INFRASTRUCTURE FOR DATABASE/ GCT/JUNE2020/MBA-MCA/05 / 2020_DoTE_167625_1',b'Tamil Nadu',b'2020_DoTE_167625_1'
b'48595.',b'26-Nov-2020 12:00 AM',b'09-Jun-2020 01:00 PM',"b'SUPPLY OF VTM KIT VIRAL TRANSPORT MEDIUM KIT 2 SWABS PER TEST AT CIVIL HOSPITAL, NANDED UNDER COVID-19/ ETENDER/CSSTORE-01/20-21 / 2020_NANDE_583192_1'",b'Maharashtra',b'2020_NANDE_583192_1'
b'48596.',b'18-Aug-2020 12:00 AM',b'09-Jun-2020 01:00 PM',"b'KANJIKKUZHY BLOCK PANCHAYATH 2020-2021, NAMAMCHIRA S N COLLEGE ROAD IN WARD NO.17 OF KANJIKUZHY PANCHAYATH/ KBP/242/19-20(2) / 2020_LSGD_363280_2'",b'Kerala',b'2020_LSGD_363280_2'
b'48597.',b'24-Sep-2020 12:00 AM',b'09-Jun-2020 01:00 PM',"b'Providing street light on 12 Mtr wide road BZP area in sector Ecotech-II, Greater Noida/ GM/PROJECT-II/2020/113 DATED 02.06.2020 / 2020_GNIDA_480239_6'",b'Uttar Pradesh',b'2020_GNIDA_480239_6'
b'48598.',b'05-Sep-2020 12:00 AM',b'09-Jun-2020 01:00 PM',b'Tender for Enzymes/ hpmcfpptender(P)2020 / 2020_HPMC_37881_1',b'Himachal Pradesh',b'2020_HPMC_37881_1'
b'48599.',b'18-Aug-2020 12:00 AM',b'09-Jun-2020 01:00 PM',"b'KANJIKUZHY BLOCK PANCHAYATH 2020-21, KATTIKATTU KANNIKATTU ROAD METALLING AND TARRING IN WARD NO.6 OF CHERTHALA SOUTH GRAMA PANCHAYATH (SCP)/ KBP/242/19-20(2) / 2020_LSGD_363280_14'",b'Kerala',b'2020_LSGD_363280_14'
b'48600.',b'31-Jul-2020 12:00 AM',b'09-Jun-2020 01:00 PM',b'Supplying Fixing and Testing 15 HP and 10 HP Star Delta Starter with Repairing of 15 HP Submerssible Motor Pump at Gambhir Dam/ NIT No. 06/PHED/2020-21/Gambhir Dam / 2020_PHED_92730_1',b'Madhya Pradesh',b'2020_PHED_92730_1'
b'48581.',b'08-Jul-2020 12:00 AM',b'09-Jun-2020 01:30 PM',b'Construction of store office building at Mohitnagar Division Store under Jalpaiguri(D) Division/ JRO/C/e-Tender/2020-21/F-41/03 Dt.09.06.20 / 2020_WBSED_284575_1',b'West Bengal',b'2020_WBSED_284575_1'
b'48582.',b'23-Sep-2020 12:00 AM',b'09-Jun-2020 01:30 PM',"b'Road repair works and construction of compound wall at KINFRA Small Industries Park, Kasaragod/ KINFRA/KSGD/01/2020-21 / 2020_KINFR_363365_1'",b'Kerala',b'2020_KINFR_363365_1'
b'48583.',b'22-Jun-2020 12:00 AM',b'09-Jun-2020 01:30 PM',b'Construction Of Grampanchayat Building At Kharbi Tq Hadgaon Dist Nanded Under Thakkar Bappa Adhiwasi Scheme 2020-21/ GPKHARBI/TQHADGAON/TEN03/20-21 / 2020_NANDE_583307_1',b'Maharashtra',b'2020_NANDE_583307_1'
b'48584.',b'01-Jul-2020 12:00 AM',b'09-Jun-2020 01:20 PM',b'SALE OF SUGAR/ 2020/06/09/NSRSUGAR/9 / 2020_Coop_48539_1',b'Punjab',b'2020_Coop_48539_1'
b'48585.',b'22-Jun-2020 12:00 AM',b'09-Jun-2020 01:20 PM',b'Constructing Protection Wall In Panzara Nadi to Kumbhar Tek  At Village  Betawad Tal Shindkheda Dist. Dhule/ GP/BETAVAD /08/2020-21 / 2020_DHULE_583267_1',b'Maharashtra',b'2020_DHULE_583267_1'
b'48586.',b'06-Nov-2020 12:00 AM',b'09-Jun-2020 01:10 PM',b'Selection of Insurance Company for the implementation of Ayushman Bharat  Sarbat Sehat Bima Yojana In the State of Punjab/ IC_3617_08062020 / 2020_DHFW_48534_1',b'Punjab',b'2020_DHFW_48534_1'
b'48587.',b'24-Jul-2020 12:00 AM',b'09-Jun-2020 01:10 PM',b'Estt. For Inter Conn. of 11 KV line Ramgarha to Laloi Under Najeerabad D/c of (O and M) Dn. Bhopal/ DGM/STC/Tender/2020-21/442/2 Bhopal Dt. 08-06-2020 / 2020_MKVVC_92907_1',b'Madhya Pradesh',b'2020_MKVVC_92907_1'
b'48588.',b'05-Sep-2020 12:00 AM',b'09-Jun-2020 01:00 PM',b'Tender for Enzymes/ hpmcfpptender(P)2020 / 2020_HPMC_37881_1',b'Himachal Pradesh',b'2020_HPMC_37881_1'
b'48589.',b'04-Sep-2020 12:00 AM',b'09-Jun-2020 01:00 PM',"b'Patch soling, Patch Grouting, Patch  Carpeting with Sand seal coat and road side kuccha drain etc./ DNIet No 08 / 2020_CEPWD_10595_1'",b'Tripura',b'2020_CEPWD_10595_1'
b'48590.',b'07-Aug-2020 12:00 AM',b'09-Jun-2020 01:00 PM',b'Sahudangi to Belacoba road at chainage 0.28Km for emergent flank protection with boulder sausage work under Jalpaiguri Highway Division during the year 2020-2021./ WBPWD/JHD/EE/NIT-06e/2020-21 / 2020_SH_284542_1',b'West Bengal',b'2020_SH_284542_1'
b'48561.',b'19-Dec-2020 12:00 AM',b'09-Jun-2020 02:00 PM',b'Road Retarring./ 10(2)/TNDR/AE/KDL/2020-21 / 2020_LSGD_363274_7',b'Kerala',b'2020_LSGD_363274_7'
b'48562.',b'19-Dec-2020 12:00 AM',b'09-Jun-2020 02:00 PM',b'Road Retarring./ 10(2)/TNDR/AE/KDL/2020-21 / 2020_LSGD_363274_8',b'Kerala',b'2020_LSGD_363274_8'
b'48563.',b'17-Jun-2020 12:00 AM',b'09-Jun-2020 02:00 PM',b'Estimate of Aug. of  PTR 3.15 to 5 MVA at 33/11 KV S/s Sirsod  under Kheraghat D/c under OnM Dn. II Shivpuri./ DGM/STC/PUR/  20-21/46/1144 dt. 08.06.2020 / 2020_MKVVC_92740_1',b'Madhya Pradesh',b'2020_MKVVC_92740_1'
b'48564.',b'17-Jun-2020 12:00 AM',b'09-Jun-2020 02:00 PM',b'Est. for Installation of Additional 1x3.15 MVA PTR at 33/11 KV S/s at Village Lalgarh under Barodi D/c under OnM Dn. I Shivpuri/ DGM/STC/PUR/  20-21/48/1146 dt. 08.06.2020 / 2020_MKVVC_92752_1',b'Madhya Pradesh',b'2020_MKVVC_92752_1'
b'48565.',b'20-Aug-2020 12:00 AM',b'09-Jun-2020 02:00 PM',b'WORK INCLUDES CONCRETE ROAD and  CULVERT/ 3/AE/LSGD/SRR/2020-2021 / 2020_LSGD_363116_2',b'Kerala',b'2020_LSGD_363116_2'
b'48566.',b'01-Dec-2020 12:00 AM',b'09-Jun-2020 02:00 PM',"b'Construction of 6 Toilet Blocks at Ward No.35, Rohidaswada./ KDMC/UGD/2020-21/1-1 / 2020_KDMC_583270_1'",b'Maharashtra',b'2020_KDMC_583270_1'
b'48567.',b'28-Jul-2020 12:00 AM',b'09-Jun-2020 02:00 PM',b'Construction and Beautification Work at West Khanpukur Road Park in Ward No. 12 within Champdany Municipality. &amp;#x0d;/ MAD/CHAMPDANY/eNIT01/2020-21 / 2020_MAD_284457_7',b'West Bengal',b'2020_MAD_284457_7'
b'48568.',b'04-Nov-2020 12:00 AM',b'09-Jun-2020 02:00 PM',b'Construction of 6 Toilet Blocks at Ward No.10  at Titwala Ganesh Mandir at Bauddhpada./ KDMC/UGD/2020-21/1-2 / 2020_KDMC_583286_1',b'Maharashtra',b'2020_KDMC_583286_1'
b'48569.',b'17-Jun-2020 12:00 AM',b'09-Jun-2020 02:00 PM',b'Est. for Aug. of existing 3.15 MVA PTR to 5 MVA PTR at 33/11 KV S/s at Banskhedi under Barodi D/c under OnM Dn. I Shivpuri./ DGM/STC/PUR/  20-21/47/1145 dt. 08.06.2020 / 2020_MKVVC_92748_1',b'Madhya Pradesh',b'2020_MKVVC_92748_1'
b'48570.',b'28-Jul-2020 12:00 AM',b'09-Jun-2020 02:00 PM',b'&amp;#x0d;\nConstruction and Beautification Work at R.B.S. Road Jora Mandir at Ward No. 05 within Champdany Municipality./ MAD/CHAMPDANY/eNIT01/2020-21 / 2020_MAD_284457_8',b'West Bengal',b'2020_MAD_284457_8'
b'48551.',b'12-Jun-2020 12:00 AM',b'09-Jun-2020 02:20 PM',b'Sale of Sugar of Batala Sugar Mills 5000 Qtls/ BCSM/SUGAR/2020-21/44 / 2020_Coop_48544_1',b'Punjab',b'2020_Coop_48544_1'
b'48552.',b'21-Aug-2020 12:00 AM',b'09-Jun-2020 02:15 PM',b'MATHERAN CONSTRUCTION WITH MATERIALS/ MATHERAN CONSTRUCTION WITH MATERIALS / 2020_DMA_564237_3',b'Maharashtra',b'2020_DMA_564237_3'
b'48553.',b'27-Jun-2020 12:00 AM',b'09-Jun-2020 02:15 PM',b'Road Retarring./ 10(2)/TNDR/AE/KDL/2020-21 / 2020_LSGD_363274_9',b'Kerala',b'2020_LSGD_363274_9'
b'48554.',b'17-Jun-2020 12:00 AM',b'09-Jun-2020 02:00 PM',b'Est. for installation of Additional 1x3.15 MVA Power Transformer at 33/11 KV S/s at Village Rannod under Rannod D/c under OnM Dn. II Shivpuri/ DGM/STC/PUR/  20-21/49/1147 dt. 08.06.2020 / 2020_MKVVC_92762_1',b'Madhya Pradesh',b'2020_MKVVC_92762_1'
b'48555.',b'19-Aug-2020 12:00 AM',b'09-Jun-2020 02:00 PM',"b'WORK INCLUDES CONCRETE ROAD, DRAINAGE, CULVERT AND RETARRING/ 3/AE/LSGD/SRR/2020-2021 / 2020_LSGD_363116_1'",b'Kerala',b'2020_LSGD_363116_1'
b'48556.',b'12-Oct-2020 12:00 AM',b'09-Jun-2020 02:00 PM',b'Road Retarring./ 10(2)/TNDR/AE/KDL/2020-21 / 2020_LSGD_363274_5',b'Kerala',b'2020_LSGD_363274_5'
b'48557.',b'27-Aug-2020 12:00 AM',b'09-Jun-2020 02:00 PM',b'Special repairs of Third Floor of Civil Station building at Alappuzha/ PWD/2020-2021/6871/ALP / 2020_PWD_355922_2',b'Kerala',b'2020_PWD_355922_2'
b'48558.',b'22-Jun-2020 12:00 AM',b'09-Jun-2020 02:00 PM',b'Constructing Extra Work For V.P. Kalwadi At. Kalwadi Tal. Malegaon Dist. Nashik/ E TENDER NOTICE NO-1/2020-21 / 2020_NASHI_583306_1',b'Maharashtra',b'2020_NASHI_583306_1'
b'48559.',b'17-Jun-2020 12:00 AM',b'09-Jun-2020 02:00 PM',b'Estimate of Aug. of  PTR 3.15 to 5 MVA at 33/11 KV S/s Sirsod  under Kheraghat D/c under OnM Dn. II Shivpuri./ DGM/STC/PUR/  20-21/46/1144 dt. 08.06.2020 / 2020_MKVVC_92740_1',b'Madhya Pradesh',b'2020_MKVVC_92740_1'
b'48560.',b'17-Jun-2020 12:00 AM',b'09-Jun-2020 02:00 PM',b'Est. for Aug. of existing 3.15 MVA PTR to 5 MVA PTR at 33/11 KV S/s at Banskhedi under Barodi D/c under OnM Dn. I Shivpuri./ DGM/STC/PUR/  20-21/47/1145 dt. 08.06.2020 / 2020_MKVVC_92748_1',b'Madhya Pradesh',b'2020_MKVVC_92748_1'
